P1,E1,E2,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,E3,E4,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24S,M1S,M2,M3,M4,E5S,E6S,E7,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49,M50,M51,M52,M53,M54,M55,M56,M57,M58,M59,M60,M61,M62,M63,M64,M65,M66,M67,M68,M69,M70,M71,M72,M73,M74,M75,M76,M77,M78,M79,M80,M81,M82,M83,M84,M85,M86,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M97,M98,M99,M100,M101,M102,M103,M104,M105,M106,M107,M108,M109,M110,M111,M112,M113,M114,M115,M116,M117,M118,M119S,M120,M121S,Target
20,50.1,68.6,Feature3-D,Feature4-E,6,5,5,7,8,5,5,6,5,5,5,48.8,69.6,5,27,27,0,484,Feature23-A,FALSE,Feature25-A,Feature26-A,12,80.93,222.53,35.37,30.5,9.585235949,9.703166155,0.117930206,18.9974,26.3805,27.99,3.38,103.5,52.7,472,1.78,70.6,0.1101,1.0045,0,3.0723,5.3766,42.9,49.4,1.006,322,8.8,0.545,70.9,0.11,0.25,0,0,0,2.7763,0.6229,2.1533,0.39,3.5265,1.3732,21.659,27.9247,22.42,5,160.3,46.9,5,158.7,720,1.73,72.7,0.1079,1.0026,8,37,32.0216,29.8389,2.54,2.1827,50.5,3.2257,1.8937,1.5222,1.21,1.0429,49.9,0.6229,2.7763,37.66,3.4568,47,465,13,0.43,72.8,0.1071,0.2511,17.4,249.7,49,18.1,259.2,404,3.3,71.3,0.1028,0.7584,18.3234,57.8,31.221,3.469,1.2294,2.0359,18.3234,3.469,35.4,2.2396,0.013,0.2037,49.3,509,14.8,0.412,72.2,0.103,0.25,1.3115,2.1925,2.1942,0.193,0.0019,11.1795,16.2347,31.14,74,2.0775,4.5953,55,1.8178,2.0176,9.9,36,339,198.0576,8,0
20,49.2,68.7,Feature3-C,Feature4-C,8,6,5,5,5,6,5,5,5,14,5,48.8,69.5,5,26,26,0,484,Feature23-A,FALSE,Feature25-A,Feature26-A,12,80.93,222.53,35.37,30.5,9.367730283,9.65249767,0.284767388,18.9974,26.3805,27.99,3.38,103.5,52.7,472,1.78,70.6,0.1101,1.0045,0,3.0723,5.3766,42.9,49.4,1.006,322,8.8,0.545,70.9,0.11,0.25,0,0,0,2.7763,0.6229,2.1533,0.39,3.5265,1.3732,21.659,27.9247,22.42,5,160.3,46.9,5,158.7,720,1.73,72.7,0.1079,1.0026,8,37,32.0216,29.8389,2.54,2.1827,50.5,3.2257,1.8937,1.5222,1.21,1.0429,49.9,0.6229,2.7763,37.66,3.4568,47,465,13,0.43,72.8,0.1071,0.2511,17.4,249.7,49,18.1,259.2,404,3.3,71.3,0.1028,0.7584,18.3234,57.8,31.221,3.469,1.2294,2.0359,18.3234,3.469,35.4,2.2396,0.013,0.2037,49.3,509,14.8,0.412,72.2,0.103,0.25,1.3115,2.1925,2.1942,0.193,0.0019,11.1795,16.2347,31.14,74,2.0775,4.5953,55,1.8178,2.0176,9.9,36,339,198.0576,8,0
20,45.46,70,Feature3-A,Feature4-F,10,5,16,11,15,7,6,5,6,9,14,47.4,69.6,5,26,25,1,473,Feature23-A,FALSE,Feature25-A,Feature26-A,9,80.93,222.53,35.37,30.5,8.857254712,9.272318237,0.415063525,18.9974,26.3805,27.99,3.38,103.5,52.7,472,1.78,70.6,0.1101,1.0045,0,3.0723,5.3766,42.9,49.4,1.006,322,8.8,0.545,70.9,0.11,0.25,0,0,0,2.7763,0.6229,2.1533,0.39,3.5265,1.3732,21.659,27.9247,22.42,5,160.3,46.9,5,158.7,720,1.73,72.7,0.1079,1.0026,8,37,32.0216,29.8389,2.54,2.1827,50.5,3.2257,1.8937,1.5222,1.21,1.0429,49.9,0.6229,2.7763,37.66,3.4568,47,465,13,0.43,72.8,0.1071,0.2511,17.4,249.7,49,18.1,259.2,404,3.3,71.3,0.1028,0.7584,18.3234,57.8,31.221,3.469,1.2294,2.0359,18.3234,3.469,35.4,2.2396,0.013,0.2037,49.3,509,14.8,0.412,72.2,0.103,0.25,1.3115,2.1925,2.1942,0.193,0.0019,11.1795,16.2347,31.14,74,2.0775,4.5953,55,1.8178,2.0176,9.9,35,335.61,198.0576,8,0
20,50,69.5,Feature3-C,Feature4-F,10,6,5,14,5,6,6,11,31,7,12,48,69.6,5,26,25,1,484,Feature23-A,FALSE,Feature25-A,Feature26-A,12,80.93,222.53,35.37,30.5,10.01300103,9.458334245,-0.554666782,18.9974,26.3805,27.99,3.38,103.5,52.7,472,1.78,70.6,0.1101,1.0045,0,3.0723,5.3766,42.9,49.4,1.006,322,8.8,0.545,70.9,0.11,0.25,0,0,0,2.7763,0.6229,2.1533,0.39,3.5265,1.3732,21.659,27.9247,22.42,5,160.3,46.9,5,158.7,720,1.73,72.7,0.1079,1.0026,8,37,32.0216,29.8389,2.54,2.1827,50.5,3.2257,1.8937,1.5222,1.21,1.0429,49.9,0.6229,2.7763,37.66,3.4568,47,465,13,0.43,72.8,0.1071,0.2511,17.4,249.7,49,18.1,259.2,404,3.3,71.3,0.1028,0.7584,18.3234,57.8,31.221,3.469,1.2294,2.0359,18.3234,3.469,35.4,2.2396,0.013,0.2037,49.3,509,14.8,0.412,72.2,0.103,0.25,1.3115,2.1925,2.1942,0.193,0.0019,11.1795,16.2347,31.14,74,2.0775,4.5953,55,1.8178,2.0176,9.9,36,338.48,198.0576,8,0
20,44.5,71.1,Feature3-C,Feature4-C,16,5,9,6,8,11,7,52,5,6,23,46.1,70,5,26,26,0,473,Feature23-A,FALSE,Feature25-A,Feature26-A,9,80.93,222.53,35.37,30.5,9.09460815,9.06336608,-0.03124207,18.9974,26.3805,27.99,3.38,103.5,52.7,472,1.78,70.6,0.1101,1.0045,0,3.0723,5.3766,42.9,49.4,1.006,322,8.8,0.545,70.9,0.11,0.25,0,0,0,2.7763,0.6229,2.1533,0.39,3.5265,1.3732,21.659,27.9247,22.42,5,160.3,46.9,5,158.7,720,1.73,72.7,0.1079,1.0026,8,37,32.0216,29.8389,2.54,2.1827,50.5,3.2257,1.8937,1.5222,1.21,1.0429,49.9,0.6229,2.7763,37.66,3.4568,47,465,13,0.43,72.8,0.1071,0.2511,17.4,249.7,49,18.1,259.2,404,3.3,71.3,0.1028,0.7584,18.3234,57.8,31.221,3.469,1.2294,2.0359,18.3234,3.469,35.4,2.2396,0.013,0.2037,49.3,509,14.8,0.412,72.2,0.103,0.25,1.3115,2.1925,2.1942,0.193,0.0019,11.1795,16.2347,31.14,74,2.0775,4.5953,55,1.8178,2.0176,9.9,36,338.48,198.0576,8,0
38,45,70.1,Feature3-E,Feature4-G,5,7,16,5,7,20,15,5,35,13,5,47,69.6,5,26,26,0,473,Feature23-A,FALSE,Feature25-A,Feature26-A,9,80.93,222.53,35.37,30.5,8.757715113,9.147141082,0.389425969,18.9974,26.3805,27.99,3.38,103.5,52.7,472,1.78,70.6,0.1101,1.0045,0,3.0723,5.3766,42.9,49.4,1.006,322,8.8,0.545,70.9,0.11,0.25,0,0,0,2.7763,0.6229,2.1533,0.39,3.5265,1.3732,21.659,27.9247,22.42,5,160.3,46.9,5,158.7,720,1.73,72.7,0.1079,1.0026,8,37,32.0216,29.8389,2.54,2.1827,50.5,3.2257,1.8937,1.5222,1.21,1.0429,49.9,0.6229,2.7763,37.66,3.4568,47,465,13,0.43,72.8,0.1071,0.2511,17.4,249.7,49,18.1,259.2,404,3.3,71.3,0.1028,0.7584,18.3234,57.8,31.221,3.469,1.2294,2.0359,18.3234,3.469,35.4,2.2396,0.013,0.2037,49.3,509,14.8,0.412,72.2,0.103,0.25,1.3115,2.1925,2.1942,0.193,0.0019,11.1795,16.2347,31.14,74,2.0775,4.5953,55,1.8178,2.0176,9.9,36,338.48,198.0576,8,0
25,43.7,70.52,Feature3-B,Feature4-B,20,5,30,9,6,5,5,11,10,46,12,41.41,71.51,9,26,26,0,484,Feature23-A,FALSE,Feature25-A,Feature26-A,12,80.93,222.53,35.37,30.5,8.537026972,8.240557483,-0.296469488,18.9974,26.3805,27.99,3.38,103.5,52.7,472,1.78,70.6,0.1101,1.0045,0,3.0723,5.3766,42.9,49.4,1.006,322,8.8,0.545,70.9,0.11,0.25,0,0,0,2.7763,0.6229,2.1533,0.39,3.5265,1.3732,21.659,27.9247,22.42,5,160.3,46.9,5,158.7,720,1.73,72.7,0.1079,1.0026,8,37,32.0216,29.8389,2.54,2.1827,50.5,3.2257,1.8937,1.5222,1.21,1.0429,49.9,0.6229,2.7763,37.66,3.4568,47,465,13,0.43,72.8,0.1071,0.2511,17.4,249.7,49,18.1,259.2,404,3.3,71.3,0.1028,0.7584,18.3234,57.8,31.221,3.469,1.2294,2.0359,18.3234,3.469,35.4,2.2396,0.013,0.2037,49.3,509,14.8,0.412,72.2,0.103,0.25,1.3115,2.1925,2.1942,0.193,0.0019,11.1795,16.2347,31.14,74,2.0775,4.5953,55,1.8178,2.0176,9.9,36,339,198.0576,8,0
20,44.5,71.1,Feature3-A,Feature4-A,9,7,18,10,12,10,21,40,6,5,24,46.1,70,5,26,26,0,473,Feature23-A,FALSE,Feature25-A,Feature26-A,9,80.93,222.53,35.37,30.5,9.09460815,9.06336608,-0.03124207,18.9974,26.3805,27.99,3.38,103.5,52.7,472,1.78,70.6,0.1101,1.0045,0,3.0723,5.3766,42.9,49.4,1.006,322,8.8,0.545,70.9,0.11,0.25,0,0,0,2.7763,0.6229,2.1533,0.39,3.5265,1.3732,21.659,27.9247,22.42,5,160.3,46.9,5,158.7,720,1.73,72.7,0.1079,1.0026,8,37,32.0216,29.8389,2.54,2.1827,50.5,3.2257,1.8937,1.5222,1.21,1.0429,49.9,0.6229,2.7763,37.66,3.4568,47,465,13,0.43,72.8,0.1071,0.2511,17.4,249.7,49,18.1,259.2,404,3.3,71.3,0.1028,0.7584,18.3234,57.8,31.221,3.469,1.2294,2.0359,18.3234,3.469,35.4,2.2396,0.013,0.2037,49.3,509,14.8,0.412,72.2,0.103,0.25,1.3115,2.1925,2.1942,0.193,0.0019,11.1795,16.2347,31.14,74,2.0775,4.5953,55,1.8178,2.0176,9.9,36,338.48,198.0576,8,0
20,50,68,Feature3-B,Feature4-B,5,5,5,33,5,5,5,5,32,5,5,53,69,6,26,26,0,496,Feature23-A,FALSE,Feature25-A,Feature26-A,14,80.93,222.53,61.1,60.4,9.250631703,10.62597752,1.375345818,18.9974,26.3805,27.99,3.38,103.5,52.7,472,1.78,70.6,0.1101,1.0045,0,3.0723,5.3766,42.9,49.4,1.006,322,8.8,0.545,70.9,0.11,0.25,0,0,0,3.8458,1.658,2.1878,0.39,3.743,1.5551,20.033,26.4317,24.21,5.1,162,52,5.2,164.2,735,1.76,72.8,0.1095,0.9999,0,0,31.6466,29.4433,2.54,2.2034,49.3,3.3064,1.8789,1.5465,1.21,1.103,48.8,1.658,3.8458,41.36,3.743,54.6,492,13.4,0.44,72.7,0.11,0.2508,17.4,249.7,49,18.1,259.2,404,3.3,71.3,0.1028,0.7584,18.3234,57.8,31.221,3.469,1.2294,2.0359,18.3234,3.469,35.4,2.2396,0.013,0.2037,49.3,509,14.8,0.412,72.2,0.103,0.25,1.3115,2.1925,2.1942,0.193,0.0019,11.1795,16.2347,31.14,74,2.0775,4.5953,55,1.8178,2.0176,9.9,36,335.35,196.9812,8,0
23,45.9,70.5,Feature3-B,Feature4-B,8,6,6,7,8,11,7,6,33,5,6,45.3,71,5,26,26,0,473,Feature23-A,FALSE,Feature25-A,Feature26-A,9,80.93,222.53,35.37,30.5,9.250771559,9.3076098,0.056838242,18.9974,26.3805,27.99,3.38,103.5,52.7,472,1.78,70.6,0.1101,1.0045,0,3.0723,5.3766,42.9,49.4,1.006,322,8.8,0.545,70.9,0.11,0.25,0,0,0,2.7763,0.6229,2.1533,0.39,3.5265,1.3732,21.659,27.9247,22.42,5,160.3,46.9,5,158.7,720,1.73,72.7,0.1079,1.0026,8,37,32.0216,29.8389,2.54,2.1827,50.5,3.2257,1.8937,1.5222,1.21,1.0429,49.9,0.6229,2.7763,37.66,3.4568,47,465,13,0.43,72.8,0.1071,0.2511,17.4,249.7,49,18.1,259.2,404,3.3,71.3,0.1028,0.7584,18.3234,57.8,31.221,3.469,1.2294,2.0359,18.3234,3.469,35.4,2.2396,0.013,0.2037,49.3,509,14.8,0.412,72.2,0.103,0.25,1.3115,2.1925,2.1942,0.193,0.0019,11.1795,16.2347,31.14,74,2.0775,4.5953,55,1.8178,2.0176,9.9,36,338.48,198.0576,8,0
20,45.46,70,Feature3-D,Feature4-E,6,11,7,9,9,29,5,6,5,5,5,47.8,69.4,5,27,27,0,473,Feature23-A,FALSE,Feature25-A,Feature26-A,9,80.93,222.53,35.37,30.5,8.857254712,9.295453057,0.438198345,18.9974,26.3805,27.99,3.38,103.5,52.7,472,1.78,70.6,0.1101,1.0045,0,3.0723,5.3766,42.9,49.4,1.006,322,8.8,0.545,70.9,0.11,0.25,0,0,0,2.7763,0.6229,2.1533,0.39,3.5265,1.3732,21.659,27.9247,22.42,5,160.3,46.9,5,158.7,720,1.73,72.7,0.1079,1.0026,8,37,32.0216,29.8389,2.54,2.1827,50.5,3.2257,1.8937,1.5222,1.21,1.0429,49.9,0.6229,2.7763,37.66,3.4568,47,465,13,0.43,72.8,0.1071,0.2511,17.4,249.7,49,18.1,259.2,404,3.3,71.3,0.1028,0.7584,18.3234,57.8,31.221,3.469,1.2294,2.0359,18.3234,3.469,35.4,2.2396,0.013,0.2037,49.3,509,14.8,0.412,72.2,0.103,0.25,1.3115,2.1925,2.1942,0.193,0.0019,11.1795,16.2347,31.14,74,2.0775,4.5953,55,1.8178,2.0176,9.9,36,338.48,198.0576,8,0
23,45.6,69.4,Feature3-E,Feature4-G,7,13,6,5,5,7,36,5,5,12,5,40.2,69.5,5,26,26,0,493,Feature23-A,FALSE,Feature25-A,Feature26-A,14,80.93,197.76,35.37,46.6,8.600850367,6.810059631,-1.790790735,18.9974,26.3805,27.99,3.38,103.5,52.7,472,1.78,70.6,0.1101,1.0045,0,3.0723,5.3766,42.9,49.4,1.006,322,8.8,0.545,70.9,0.11,0.25,0,0,0,2.7763,0.6229,2.1533,0.39,3.5265,1.3732,21.659,27.9247,22.42,5,160.3,46.9,5,158.7,720,1.73,72.7,0.1079,1.0026,8,37,32.0216,29.8389,2.54,2.1827,50.5,3.2257,1.8937,1.5222,1.21,1.0429,49.9,0.6229,2.7763,37.66,3.4568,47,465,13,0.43,72.8,0.1071,0.2511,17.4,249.7,49,18.1,259.2,404,3.3,71.3,0.1028,0.7584,18.3234,57.8,31.221,3.469,1.2294,2.0359,18.3234,3.469,35.4,2.2396,0.013,0.2037,49.3,509,14.8,0.412,72.2,0.103,0.25,1.3115,2.1925,2.1942,0.193,0.0019,12.2887,18.9777,35.23,81,2.0824,5.1491,60,2.0388,2.275,10.38,35,335.61,198.0576,8,0
20,43.7,70.2,Feature3-C,Feature4-D,6,21,12,32,6,5,8,17,28,5,7,40.4,70.4,5,26,26,0,493,Feature23-A,FALSE,Feature25-A,Feature26-A,14,80.93,197.76,35.37,46.6,8.376923015,7.328570607,-1.048352408,18.9974,26.3805,27.99,3.38,103.5,52.7,472,1.78,70.6,0.1101,1.0045,0,3.0723,5.3766,42.9,49.4,1.006,322,8.8,0.545,70.9,0.11,0.25,0,0,0,2.7763,0.6229,2.1533,0.39,3.5265,1.3732,21.659,27.9247,22.42,5,160.3,46.9,5,158.7,720,1.73,72.7,0.1079,1.0026,8,37,32.0216,29.8389,2.54,2.1827,50.5,3.2257,1.8937,1.5222,1.21,1.0429,49.9,0.6229,2.7763,37.66,3.4568,47,465,13,0.43,72.8,0.1071,0.2511,17.4,249.7,49,18.1,259.2,404,3.3,71.3,0.1028,0.7584,18.3234,57.8,31.221,3.469,1.2294,2.0359,18.3234,3.469,35.4,2.2396,0.013,0.2037,49.3,509,14.8,0.412,72.2,0.103,0.25,1.3115,2.1925,2.1942,0.193,0.0019,12.2887,18.9777,35.23,81,2.0824,5.1491,60,2.0388,2.275,10.38,35,335.61,198.0576,8,0
20,44.6,70,Feature3-C,Feature4-C,8,7,9,5,5,14,8,8,7,8,11,42.3,70.1,5,27,27,0,493,Feature23-A,FALSE,Feature25-A,Feature26-A,14,80.93,197.76,35.37,46.6,8.576190942,7.84997384,-0.726217102,18.9974,26.3805,27.99,3.38,103.5,52.7,472,1.78,70.6,0.1101,1.0045,0,3.0723,5.3766,42.9,49.4,1.006,322,8.8,0.545,70.9,0.11,0.25,0,0,0,2.7763,0.6229,2.1533,0.39,3.5265,1.3732,21.659,27.9247,22.42,5,160.3,46.9,5,158.7,720,1.73,72.7,0.1079,1.0026,8,37,32.0216,29.8389,2.54,2.1827,50.5,3.2257,1.8937,1.5222,1.21,1.0429,49.9,0.6229,2.7763,37.66,3.4568,47,465,13,0.43,72.8,0.1071,0.2511,17.4,249.7,49,18.1,259.2,404,3.3,71.3,0.1028,0.7584,18.3234,57.8,31.221,3.469,1.2294,2.0359,18.3234,3.469,35.4,2.2396,0.013,0.2037,49.3,509,14.8,0.412,72.2,0.103,0.25,1.3115,2.1925,2.1942,0.193,0.0019,12.2887,18.9777,35.23,81,2.0824,5.1491,60,2.0388,2.275,10.38,35,335.61,198.0576,8,0
20,45.5,68.9,Feature3-D,Feature4-E,5,5,6,6,6,5,6,5,5,5,6,43.4,68.9,5,27,27,0,493,Feature23-A,FALSE,Feature25-A,Feature26-A,14,80.93,197.76,35.37,46.6,8.317142402,7.625654828,-0.691487574,18.9974,26.3805,27.99,3.38,103.5,52.7,472,1.78,70.6,0.1101,1.0045,0,3.0723,5.3766,42.9,49.4,1.006,322,8.8,0.545,70.9,0.11,0.25,0,0,0,2.7763,0.6229,2.1533,0.39,3.5265,1.3732,21.659,27.9247,22.42,5,160.3,46.9,5,158.7,720,1.73,72.7,0.1079,1.0026,8,37,32.0216,29.8389,2.54,2.1827,50.5,3.2257,1.8937,1.5222,1.21,1.0429,49.9,0.6229,2.7763,37.66,3.4568,47,465,13,0.43,72.8,0.1071,0.2511,17.4,249.7,49,18.1,259.2,404,3.3,71.3,0.1028,0.7584,18.3234,57.8,31.221,3.469,1.2294,2.0359,18.3234,3.469,35.4,2.2396,0.013,0.2037,49.3,509,14.8,0.412,72.2,0.103,0.25,1.3115,2.1925,2.1942,0.193,0.0019,12.2887,18.9777,35.23,81,2.0824,5.1491,60,2.0388,2.275,10.38,35,335.61,198.0576,8,1
36,40.1,70.2,Feature3-C,Feature4-G,26,57,17,5,10,12,47,5,5,22,7,40.27,69.55,5,27,27,0,493,Feature23-A,FALSE,Feature25-A,Feature26-A,14,80.93,197.76,35.37,46.6,7.120947881,6.860101344,-0.260846537,18.9974,26.3805,27.99,3.38,103.5,52.7,472,1.78,70.6,0.1101,1.0045,0,3.0723,5.3766,42.9,49.4,1.006,322,8.8,0.545,70.9,0.11,0.25,0,0,0,2.7763,0.6229,2.1533,0.39,3.5265,1.3732,21.659,27.9247,22.42,5,160.3,46.9,5,158.7,720,1.73,72.7,0.1079,1.0026,8,37,32.0216,29.8389,2.54,2.1827,50.5,3.2257,1.8937,1.5222,1.21,1.0429,49.9,0.6229,2.7763,37.66,3.4568,47,465,13,0.43,72.8,0.1071,0.2511,17.4,249.7,49,18.1,259.2,404,3.3,71.3,0.1028,0.7584,18.3234,57.8,31.221,3.469,1.2294,2.0359,18.3234,3.469,35.4,2.2396,0.013,0.2037,49.3,509,14.8,0.412,72.2,0.103,0.25,1.3115,2.1925,2.1942,0.193,0.0019,12.2887,18.9777,35.23,81,2.0824,5.1491,60,2.0388,2.275,10.38,35,335.61,198.0576,8,0
46,40.7,70.52,Feature3-C,Feature4-F,17,7,16,9,6,6,59,5,6,24,6,35.3,71.75,6,26,24,2,493,Feature23-A,FALSE,Feature25-A,Feature26-A,14,80.93,197.76,35.37,46.6,7.495921823,6.037360851,-1.458560972,18.9974,26.3805,27.99,3.38,103.5,52.7,472,1.78,70.6,0.1101,1.0045,0,3.0723,5.3766,42.9,49.4,1.006,322,8.8,0.545,70.9,0.11,0.25,0,0,0,2.7763,0.6229,2.1533,0.39,3.5265,1.3732,21.659,27.9247,22.42,5,160.3,46.9,5,158.7,720,1.73,72.7,0.1079,1.0026,8,37,32.0216,29.8389,2.54,2.1827,50.5,3.2257,1.8937,1.5222,1.21,1.0429,49.9,0.6229,2.7763,37.66,3.4568,47,465,13,0.43,72.8,0.1071,0.2511,17.4,249.7,49,18.1,259.2,404,3.3,71.3,0.1028,0.7584,18.3234,57.8,31.221,3.469,1.2294,2.0359,18.3234,3.469,35.4,2.2396,0.013,0.2037,49.3,509,14.8,0.412,72.2,0.103,0.25,1.3115,2.1925,2.1942,0.193,0.0019,12.2887,18.9777,35.23,81,2.0824,5.1491,60,2.0388,2.275,10.38,35,335.61,198.0576,8,0
21,44.1,69.6,Feature3-B,Feature4-B,13,6,5,6,9,47,5,5,5,5,5,39.7,69.6,5,27,26,1,493,Feature23-A,FALSE,Feature25-A,Feature26-A,14,80.93,197.76,35.37,46.6,8.210170547,6.678158168,-1.532012378,18.9974,26.3805,27.99,3.38,103.5,52.7,472,1.78,70.6,0.1101,1.0045,0,3.0723,5.3766,42.9,49.4,1.006,322,8.8,0.545,70.9,0.11,0.25,0,0,0,2.7763,0.6229,2.1533,0.39,3.5265,1.3732,21.659,27.9247,22.42,5,160.3,46.9,5,158.7,720,1.73,72.7,0.1079,1.0026,8,37,32.0216,29.8389,2.54,2.1827,50.5,3.2257,1.8937,1.5222,1.21,1.0429,49.9,0.6229,2.7763,37.66,3.4568,47,465,13,0.43,72.8,0.1071,0.2511,17.4,249.7,49,18.1,259.2,404,3.3,71.3,0.1028,0.7584,18.3234,57.8,31.221,3.469,1.2294,2.0359,18.3234,3.469,35.4,2.2396,0.013,0.2037,49.3,509,14.8,0.412,72.2,0.103,0.25,1.3115,2.1925,2.1942,0.193,0.0019,12.2887,18.9777,35.23,81,2.0824,5.1491,60,2.0388,2.275,10.38,35,335.61,198.0576,8,0
21,44,69.5,Feature3-D,Feature4-E,7,5,5,6,5,6,5,5,6,5,5,46.3,69,5,27,27,0,493,Feature23-A,FALSE,Feature25-A,Feature26-A,14,64.42,197.76,29.37,30.5,8.126803402,8.623504731,0.496701329,18.9974,26.3805,27.99,3.38,103.5,52.7,472,1.78,70.6,0.1101,1.0045,0,3.0723,5.3766,42.9,49.4,1.006,322,8.8,0.545,70.9,0.11,0.25,0,0,0,2.7763,0.6229,2.1533,0.39,3.5265,1.3732,21.659,27.9247,22.42,5,160.3,46.9,5,158.7,720,1.73,72.7,0.1079,1.0026,8,37,32.0216,29.8389,2.54,2.1827,50.5,3.2257,1.8937,1.5222,1.21,1.0429,49.9,0.6229,2.7763,37.66,3.4568,47,465,13,0.43,72.8,0.1071,0.2511,17.6,280,52.1,18.4,292.7,460,3.33,71.3,0.104,0.7584,18.795,57.4,31.6392,3.5155,1.2232,2.0883,18.795,3.5155,34.8,2.2923,0.013,0.204,47.4,524,14.8,0.424,72.3,0.106,0.2501,1.28,2.1736,2.1755,0.213,0.0021,11.1795,16.2347,31.14,74,2.0775,4.5953,55,1.8178,2.0176,9.9,35,335.74,199.134,8,1
23,43,70,Feature3-A,Feature4-A,5,5,8,8,7,5,9,7,5,5,5,45,69.9,5,26,26,0,493,Feature23-A,FALSE,Feature25-A,Feature26-A,14,64.42,197.76,29.37,30.5,8.040205143,8.657307072,0.617101929,18.9974,26.3805,27.99,3.38,103.5,52.7,472,1.78,70.6,0.1101,1.0045,0,3.0723,5.3766,42.9,49.4,1.006,322,8.8,0.545,70.9,0.11,0.25,0,0,0,2.7763,0.6229,2.1533,0.39,3.5265,1.3732,21.659,27.9247,22.42,5,160.3,46.9,5,158.7,720,1.73,72.7,0.1079,1.0026,8,37,32.0216,29.8389,2.54,2.1827,50.5,3.2257,1.8937,1.5222,1.21,1.0429,49.9,0.6229,2.7763,37.66,3.4568,47,465,13,0.43,72.8,0.1071,0.2511,17.6,280,52.1,18.4,292.7,460,3.33,71.3,0.104,0.7584,18.795,57.4,31.6392,3.5155,1.2232,2.0883,18.795,3.5155,34.8,2.2923,0.013,0.204,47.4,524,14.8,0.424,72.3,0.106,0.2501,1.28,2.1736,2.1755,0.213,0.0021,11.1795,16.2347,31.14,74,2.0775,4.5953,55,1.8178,2.0176,9.9,35,335.74,199.134,8,0
24,43.5,69.1,Feature3-C,Feature4-F,8,11,5,5,5,14,7,5,5,5,19,45.1,70.1,5,26,26,0,493,Feature23-A,FALSE,Feature25-A,Feature26-A,14,64.42,197.76,29.37,30.5,7.759333199,8.790395558,1.031062359,18.9974,26.3805,27.99,3.38,103.5,52.7,472,1.78,70.6,0.1101,1.0045,0,3.0723,5.3766,42.9,49.4,1.006,322,8.8,0.545,70.9,0.11,0.25,0,0,0,2.7763,0.6229,2.1533,0.39,3.5265,1.3732,21.659,27.9247,22.42,5,160.3,46.9,5,158.7,720,1.73,72.7,0.1079,1.0026,8,37,32.0216,29.8389,2.54,2.1827,50.5,3.2257,1.8937,1.5222,1.21,1.0429,49.9,0.6229,2.7763,37.66,3.4568,47,465,13,0.43,72.8,0.1071,0.2511,17.6,280,52.1,18.4,292.7,460,3.33,71.3,0.104,0.7584,18.795,57.4,31.6392,3.5155,1.2232,2.0883,18.795,3.5155,34.8,2.2923,0.013,0.204,47.4,524,14.8,0.424,72.3,0.106,0.2501,1.28,2.1736,2.1755,0.213,0.0021,11.1795,16.2347,31.14,74,2.0775,4.5953,55,1.8178,2.0176,9.9,35,335.74,199.134,8,0
21,40.2,69.9,Feature3-B,Feature4-B,5,5,5,14,5,5,5,7,36,5,5,40,70.9,6,26,26,0,493,Feature23-A,FALSE,Feature25-A,Feature26-A,14,64.42,197.76,29.37,30.5,7.008422183,7.431439466,0.423017283,18.9974,26.3805,27.99,3.38,103.5,52.7,472,1.78,70.6,0.1101,1.0045,0,3.0723,5.3766,42.9,49.4,1.006,322,8.8,0.545,70.9,0.11,0.25,0,0,0,2.7763,0.6229,2.1533,0.39,3.5265,1.3732,21.659,27.9247,22.42,5,160.3,46.9,5,158.7,720,1.73,72.7,0.1079,1.0026,8,37,32.0216,29.8389,2.54,2.1827,50.5,3.2257,1.8937,1.5222,1.21,1.0429,49.9,0.6229,2.7763,37.66,3.4568,47,465,13,0.43,72.8,0.1071,0.2511,17.6,280,52.1,18.4,292.7,460,3.33,71.3,0.104,0.7584,18.795,57.4,31.6392,3.5155,1.2232,2.0883,18.795,3.5155,34.8,2.2923,0.013,0.204,47.4,524,14.8,0.424,72.3,0.106,0.2501,1.28,2.1736,2.1755,0.213,0.0021,11.1795,16.2347,31.14,74,2.0775,4.5953,55,1.8178,2.0176,9.9,35,335.74,199.134,8,0
