P1,E1,E2,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,E3,E4,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24S,M1S,M2,M3,M4,E5S,E6S,E7,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49,M50,M51,M52,M53,M54,M55,M56,M57,M58,M59,M60,M61,M62,M63,M64,M65,M66,M67,M68,M69,M70,M71,M72,M73,M74,M75,M76,M77,M78,M79,M80,M81,M82,M83,M84,M85,M86,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M97,M98,M99,M100,M101,M102,M103,M104,M105,M106,M107,M108,M109,M110,M111,M112,M113,M114,M115,M116,M117,M118,M119S,M120,M121S,Target
20,50.4,69,Feature3-D,Feature4-E,10,6,5,6,5,6,5,5,49,7,8,45.6,70,5,27,27,0,474,Feature23-A,FALSE,Feature25-A,Feature26-A,7,80.93,222.53,53.1,30.5,9.877172173,8.902561053,-0.97461112,18.9974,26.3805,27.99,3.38,103.5,52.7,472,1.78,70.6,0.1101,1.0045,0,3.0723,5.3766,42.9,49.4,1.006,322,8.8,0.545,70.9,0.11,0.25,0,0,0,3.8458,1.658,2.1878,0.39,3.743,1.5551,20.033,26.4317,24.21,5.1,162,52,5.2,164.2,735,1.76,72.8,0.1095,0.9999,0,0,31.6466,29.4433,2.54,2.2034,49.3,3.3064,1.8789,1.5465,1.21,1.103,48.8,1.658,3.8458,41.36,3.743,54.6,492,13.4,0.44,72.7,0.11,0.2508,17.4,249.7,49,18.1,259.2,404,3.3,71.3,0.1028,0.7584,18.3234,57.8,31.221,3.469,1.2294,2.0359,18.3234,3.469,35.4,2.2396,0.013,0.2037,49.3,509,14.8,0.412,72.2,0.103,0.25,1.3115,2.1925,2.1942,0.193,0.0019,11.1795,16.2347,31.14,74,2.0775,4.5953,55,1.8178,2.0176,9.9,36,341.13,199.134,8,0
20,47.5,69.2,Feature3-C,Feature4-D,5,9,6,28,23,6,8,56,7,8,16,46.2,70.1,5,27,27,0,474,Feature23-A,FALSE,Feature25-A,Feature26-A,7,80.93,222.53,53.1,30.5,9.101383871,9.145690247,0.044306377,18.9974,26.3805,27.99,3.38,103.5,52.7,472,1.78,70.6,0.1101,1.0045,0,3.0723,5.3766,42.9,49.4,1.006,322,8.8,0.545,70.9,0.11,0.25,0,0,0,3.8458,1.658,2.1878,0.39,3.743,1.5551,20.033,26.4317,24.21,5.1,162,52,5.2,164.2,735,1.76,72.8,0.1095,0.9999,0,0,31.6466,29.4433,2.54,2.2034,49.3,3.3064,1.8789,1.5465,1.21,1.103,48.8,1.658,3.8458,41.36,3.743,54.6,492,13.4,0.44,72.7,0.11,0.2508,17.4,249.7,49,18.1,259.2,404,3.3,71.3,0.1028,0.7584,18.3234,57.8,31.221,3.469,1.2294,2.0359,18.3234,3.469,35.4,2.2396,0.013,0.2037,49.3,509,14.8,0.412,72.2,0.103,0.25,1.3115,2.1925,2.1942,0.193,0.0019,11.1795,16.2347,31.14,74,2.0775,4.5953,55,1.8178,2.0176,9.9,36,341.13,199.134,8,0
20,48,69,Feature3-C,Feature4-F,6,7,7,6,5,7,9,5,5,5,5,46.2,70.1,6,27,27,0,474,Feature23-A,FALSE,Feature25-A,Feature26-A,7,80.93,222.53,53.1,30.5,9.154844556,9.145690247,-0.009154309,18.9974,26.3805,27.99,3.38,103.5,52.7,472,1.78,70.6,0.1101,1.0045,0,3.0723,5.3766,42.9,49.4,1.006,322,8.8,0.545,70.9,0.11,0.25,0,0,0,3.8458,1.658,2.1878,0.39,3.743,1.5551,20.033,26.4317,24.21,5.1,162,52,5.2,164.2,735,1.76,72.8,0.1095,0.9999,0,0,31.6466,29.4433,2.54,2.2034,49.3,3.3064,1.8789,1.5465,1.21,1.103,48.8,1.658,3.8458,41.36,3.743,54.6,492,13.4,0.44,72.7,0.11,0.2508,17.4,249.7,49,18.1,259.2,404,3.3,71.3,0.1028,0.7584,18.3234,57.8,31.221,3.469,1.2294,2.0359,18.3234,3.469,35.4,2.2396,0.013,0.2037,49.3,509,14.8,0.412,72.2,0.103,0.25,1.3115,2.1925,2.1942,0.193,0.0019,11.1795,16.2347,31.14,74,2.0775,4.5953,55,1.8178,2.0176,9.9,36,341.13,199.134,8,0
20,45.9,69.52,Feature3-A,Feature4-A,7,14,6,7,6,11,7,5,46,6,24,40.7,71.23,10,26,26,0,474,Feature23-A,FALSE,Feature25-A,Feature26-A,7,80.93,222.53,35.37,30.5,8.757694248,7.848281128,-0.909413119,18.9974,26.3805,27.99,3.38,103.5,52.7,472,1.78,70.6,0.1101,1.0045,0,3.0723,5.3766,42.9,49.4,1.006,322,8.8,0.545,70.9,0.11,0.25,0,0,0,3.4412,1.2675,2.1737,0.39,3.5449,1.3712,19.9769,25.2314,20.82,5.2,170,47.5,5.1,167.55,732,1.65,69.55,0.1031,1.0035,7,36,32.0372,29.83915,2.54,2.1981,51.3,3.13915,0,1.445,1.21,0.9411,52.75,1.2675,3.4412,38.64,3.5449,47.3,459,13.5,0.41,71.4,0.102,0.2502,17.4,249.7,49,18.1,259.2,404,3.3,71.3,0.1028,0.7584,18.3234,57.8,31.221,3.469,1.2294,2.0359,18.3234,3.469,35.4,2.2396,0.013,0.2037,49.3,509,14.8,0.412,72.2,0.103,0.25,1.3115,2.1925,2.1942,0.193,0.0019,11.1795,16.2347,31.14,74,2.0775,4.5953,55,1.8178,2.0176,9.9,35,334.18,198.0576,8,0
20,48,69,Feature3-D,Feature4-E,5,5,5,5,72,5,5,5,5,5,5,46,69,5,26,26,0,474,Feature23-A,FALSE,Feature25-A,Feature26-A,7,80.93,222.53,35.37,30.5,9.154844556,8.527942658,-0.626901899,18.9974,26.3805,27.99,3.38,103.5,52.7,472,1.78,70.6,0.1101,1.0045,0,3.0723,5.3766,42.9,49.4,1.006,322,8.8,0.545,70.9,0.11,0.25,0,0,0,3.4412,1.2675,2.1737,0.39,3.5449,1.3712,19.9769,25.2314,20.82,5.2,170,47.5,5.1,167.55,732,1.65,69.55,0.1031,1.0035,7,36,32.0372,29.83915,2.54,2.1981,51.3,3.13915,0,1.445,1.21,0.9411,52.75,1.2675,3.4412,38.64,3.5449,47.3,459,13.5,0.41,71.4,0.102,0.2502,17.4,249.7,49,18.1,259.2,404,3.3,71.3,0.1028,0.7584,18.3234,57.8,31.221,3.469,1.2294,2.0359,18.3234,3.469,35.4,2.2396,0.013,0.2037,49.3,509,14.8,0.412,72.2,0.103,0.25,1.3115,2.1925,2.1942,0.193,0.0019,11.1795,16.2347,31.14,74,2.0775,4.5953,55,1.8178,2.0176,9.9,35,334.18,198.0576,8,0
21,50.5,69.5,Feature3-B,Feature4-B,10,5,32,8,7,7,5,5,9,5,17,45.1,70.1,5,27,27,0,474,Feature23-A,FALSE,Feature25-A,Feature26-A,7,80.93,222.53,35.37,30.5,10.16094527,8.790395558,-1.37054971,18.9974,26.3805,27.99,3.38,103.5,52.7,472,1.78,70.6,0.1101,1.0045,0,3.0723,5.3766,42.9,49.4,1.006,322,8.8,0.545,70.9,0.11,0.25,0,0,0,3.4412,1.2675,2.1737,0.39,3.5449,1.3712,19.9769,25.2314,20.82,5.2,170,47.5,5.1,167.55,732,1.65,69.55,0.1031,1.0035,7,36,32.0372,29.83915,2.54,2.1981,51.3,3.13915,0,1.445,1.21,0.9411,52.75,1.2675,3.4412,38.64,3.5449,47.3,459,13.5,0.41,71.4,0.102,0.2502,17.4,249.7,49,18.1,259.2,404,3.3,71.3,0.1028,0.7584,18.3234,57.8,31.221,3.469,1.2294,2.0359,18.3234,3.469,35.4,2.2396,0.013,0.2037,49.3,509,14.8,0.412,72.2,0.103,0.25,1.3115,2.1925,2.1942,0.193,0.0019,11.1795,16.2347,31.14,74,2.0775,4.5953,55,1.8178,2.0176,9.9,35,334.18,198.0576,8,0
23,49.7,68.9,Feature3-E,Feature4-G,10,6,5,5,5,39,5,9,7,,5,49.7,68.6,5,26,26,0,474,Feature23-A,FALSE,Feature25-A,Feature26-A,7,80.93,222.53,35.37,30.5,9.618922718,9.466550717,-0.152372001,18.9974,26.3805,27.99,3.38,103.5,52.7,472,1.78,70.6,0.1101,1.0045,0,3.0723,5.3766,42.9,49.4,1.006,322,8.8,0.545,70.9,0.11,0.25,0,0,0,3.4412,1.2675,2.1737,0.39,3.5449,1.3712,19.9769,25.2314,20.82,5.2,170,47.5,5.1,167.55,732,1.65,69.55,0.1031,1.0035,7,36,32.0372,29.83915,2.54,2.1981,51.3,3.13915,0,1.445,1.21,0.9411,52.75,1.2675,3.4412,38.64,3.5449,47.3,459,13.5,0.41,71.4,0.102,0.2502,17.4,249.7,49,18.1,259.2,404,3.3,71.3,0.1028,0.7584,18.3234,57.8,31.221,3.469,1.2294,2.0359,18.3234,3.469,35.4,2.2396,0.013,0.2037,49.3,509,14.8,0.412,72.2,0.103,0.25,1.3115,2.1925,2.1942,0.193,0.0019,11.1795,16.2347,31.14,74,2.0775,4.5953,55,1.8178,2.0176,9.9,35,334.18,198.0576,8,0
20,48.6,68.8,Feature3-C,Feature4-C,9,11,8,23,7,11,6,9,7,6,18,45.2,70.1,5,27,27,0,474,Feature23-A,FALSE,Feature25-A,Feature26-A,7,80.93,222.53,35.37,30.5,9.237064028,8.823011628,-0.4140524,18.9974,26.3805,27.99,3.38,103.5,52.7,472,1.78,70.6,0.1101,1.0045,0,3.0723,5.3766,42.9,49.4,1.006,322,8.8,0.545,70.9,0.11,0.25,0,0,0,3.4412,1.2675,2.1737,0.39,3.5449,1.3712,19.9769,25.2314,20.82,5.2,170,47.5,5.1,167.55,732,1.65,69.55,0.1031,1.0035,7,36,32.0372,29.83915,2.54,2.1981,51.3,3.13915,0,1.445,1.21,0.9411,52.75,1.2675,3.4412,38.64,3.5449,47.3,459,13.5,0.41,71.4,0.102,0.2502,17.4,249.7,49,18.1,259.2,404,3.3,71.3,0.1028,0.7584,18.3234,57.8,31.221,3.469,1.2294,2.0359,18.3234,3.469,35.4,2.2396,0.013,0.2037,49.3,509,14.8,0.412,72.2,0.103,0.25,1.3115,2.1925,2.1942,0.193,0.0019,11.1795,16.2347,31.14,74,2.0775,4.5953,55,1.8178,2.0176,9.9,35,334.18,198.0576,8,0
49,42.16,70.26,Feature3-E,Feature4-G,8,5,7,20,8,15,6,9,8,5,20,40.45,71.76,5,26,26,0,474,Feature23-A,FALSE,Feature25-A,Feature26-A,7,80.93,222.53,35.37,30.5,7.881256032,8.02099593,0.139739899,18.9974,26.3805,27.99,3.38,103.5,52.7,472,1.78,70.6,0.1101,1.0045,0,3.0723,5.3766,42.9,49.4,1.006,322,8.8,0.545,70.9,0.11,0.25,0,0,0,3.4412,1.2675,2.1737,0.39,3.5449,1.3712,19.9769,25.2314,20.82,5.2,170,47.5,5.1,167.55,732,1.65,69.55,0.1031,1.0035,7,36,32.0372,29.83915,2.54,2.1981,51.3,3.13915,0,1.445,1.21,0.9411,52.75,1.2675,3.4412,38.64,3.5449,47.3,459,13.5,0.41,71.4,0.102,0.2502,17.4,249.7,49,18.1,259.2,404,3.3,71.3,0.1028,0.7584,18.3234,57.8,31.221,3.469,1.2294,2.0359,18.3234,3.469,35.4,2.2396,0.013,0.2037,49.3,509,14.8,0.412,72.2,0.103,0.25,1.3115,2.1925,2.1942,0.193,0.0019,11.1795,16.2347,31.14,74,2.0775,4.5953,55,1.8178,2.0176,9.9,35,334.18,198.0576,8,0
21,51.7,68.5,Feature3-C,Feature4-F,5,5,5,5,5,5,5,5,5,15,6,47.9,69,5,26,26,0,474,Feature23-A,FALSE,Feature25-A,Feature26-A,7,80.93,222.53,35.37,30.5,10.00068872,9.124056176,-0.876632545,18.9974,26.3805,27.99,3.38,103.5,52.7,472,1.78,70.6,0.1101,1.0045,0,3.0723,5.3766,42.9,49.4,1.006,322,8.8,0.545,70.9,0.11,0.25,0,0,0,3.4412,1.2675,2.1737,0.39,3.5449,1.3712,19.9769,25.2314,20.82,5.2,170,47.5,5.1,167.55,732,1.65,69.55,0.1031,1.0035,7,36,32.0372,29.83915,2.54,2.1981,51.3,3.13915,0,1.445,1.21,0.9411,52.75,1.2675,3.4412,38.64,3.5449,47.3,459,13.5,0.41,71.4,0.102,0.2502,17.4,249.7,49,18.1,259.2,404,3.3,71.3,0.1028,0.7584,18.3234,57.8,31.221,3.469,1.2294,2.0359,18.3234,3.469,35.4,2.2396,0.013,0.2037,49.3,509,14.8,0.412,72.2,0.103,0.25,1.3115,2.1925,2.1942,0.193,0.0019,11.1795,16.2347,31.14,74,2.0775,4.5953,55,1.8178,2.0176,9.9,35,334.18,198.0576,8,0
20,50.8,69.4,Feature3-C,Feature4-C,5,5,36,5,5,5,5,6,5,5,5,46.2,70.2,5,27,27,0,474,Feature23-A,FALSE,Feature25-A,Feature26-A,7,80.93,222.53,35.37,30.5,10.19819041,9.196037167,-1.002153238,18.9974,26.3805,27.99,3.38,103.5,52.7,472,1.78,70.6,0.1101,1.0045,0,3.0723,5.3766,42.9,49.4,1.006,322,8.8,0.545,70.9,0.11,0.25,0,0,0,3.4412,1.2675,2.1737,0.39,3.5449,1.3712,19.9769,25.2314,20.82,5.2,170,47.5,5.1,167.55,732,1.65,69.55,0.1031,1.0035,7,36,32.0372,29.83915,2.54,2.1981,51.3,3.13915,0,1.445,1.21,0.9411,52.75,1.2675,3.4412,38.64,3.5449,47.3,459,13.5,0.41,71.4,0.102,0.2502,17.4,249.7,49,18.1,259.2,404,3.3,71.3,0.1028,0.7584,18.3234,57.8,31.221,3.469,1.2294,2.0359,18.3234,3.469,35.4,2.2396,0.013,0.2037,49.3,509,14.8,0.412,72.2,0.103,0.25,1.3115,2.1925,2.1942,0.193,0.0019,11.1795,16.2347,31.14,74,2.0775,4.5953,55,1.8178,2.0176,9.9,35,334.18,198.0576,8,0
22,51,69.2,Feature3-C,Feature4-D,6,6,5,8,7,5,5,13,6,6,6,47.8,69.6,8,25,25,0,474,Feature23-A,FALSE,Feature25-A,Feature26-A,7,80.93,222.53,35.37,30.5,10.15482627,9.396559734,-0.758266533,18.9974,26.3805,27.99,3.38,103.5,52.7,472,1.78,70.6,0.1101,1.0045,0,3.0723,5.3766,42.9,49.4,1.006,322,8.8,0.545,70.9,0.11,0.25,0,0,0,3.4412,1.2675,2.1737,0.39,3.5449,1.3712,19.9769,25.2314,20.82,5.2,170,47.5,5.1,167.55,732,1.65,69.55,0.1031,1.0035,7,36,32.0372,29.83915,2.54,2.1981,51.3,3.13915,0,1.445,1.21,0.9411,52.75,1.2675,3.4412,38.64,3.5449,47.3,459,13.5,0.41,71.4,0.102,0.2502,17.4,249.7,49,18.1,259.2,404,3.3,71.3,0.1028,0.7584,18.3234,57.8,31.221,3.469,1.2294,2.0359,18.3234,3.469,35.4,2.2396,0.013,0.2037,49.3,509,14.8,0.412,72.2,0.103,0.25,1.3115,2.1925,2.1942,0.193,0.0019,11.1795,16.2347,31.14,74,2.0775,4.5953,55,1.8178,2.0176,9.9,35,334.18,198.0576,8,0
20,42,68,Feature3-E,Feature4-G,5,12,5,9,5,6,6,11,11,9,5,45.9,70.8,5,27,27,0,490,Feature23-A,FALSE,Feature25-A,Feature26-A,14,80.93,222.53,35.37,30.5,6.699172654,9.401666274,2.70249362,18.9974,26.3805,27.99,3.38,103.5,52.7,472,1.78,70.6,0.1101,1.0045,0,3.0723,5.3766,42.9,49.4,1.006,322,8.8,0.545,70.9,0.11,0.25,0,0,0,3.4412,1.2675,2.1737,0.39,3.5449,1.3712,19.9769,25.2314,20.82,5.2,170,47.5,5.1,167.55,732,1.65,69.55,0.1031,1.0035,7,36,32.0372,29.83915,2.54,2.1981,51.3,3.13915,0,1.445,1.21,0.9411,52.75,1.2675,3.4412,38.64,3.5449,47.3,459,13.5,0.41,71.4,0.102,0.2502,17.4,249.7,49,18.1,259.2,404,3.3,71.3,0.1028,0.7584,18.3234,57.8,31.221,3.469,1.2294,2.0359,18.3234,3.469,35.4,2.2396,0.013,0.2037,49.3,509,14.8,0.412,72.2,0.103,0.25,1.3115,2.1925,2.1942,0.193,0.0019,11.1795,16.2347,31.14,74,2.0775,4.5953,55,1.8178,2.0176,9.9,35,334.18,198.0576,8,0
28,45,70,Feature3-C,Feature4-F,6,10,6,6,13,9,14,13,13,8,31,41.2,71.41,5,27,27,0,490,Feature23-A,FALSE,Feature25-A,Feature26-A,14,80.93,222.53,35.37,30.5,8.707512332,8.116346997,-0.591165335,18.9974,26.3805,27.99,3.38,103.5,52.7,472,1.78,70.6,0.1101,1.0045,0,3.0723,5.3766,42.9,49.4,1.006,322,8.8,0.545,70.9,0.11,0.25,0,0,0,3.4412,1.2675,2.1737,0.39,3.5449,1.3712,19.9769,25.2314,20.82,5.2,170,47.5,5.1,167.55,732,1.65,69.55,0.1031,1.0035,7,36,32.0372,29.83915,2.54,2.1981,51.3,3.13915,0,1.445,1.21,0.9411,52.75,1.2675,3.4412,38.64,3.5449,47.3,459,13.5,0.41,71.4,0.102,0.2502,17.4,249.7,49,18.1,259.2,404,3.3,71.3,0.1028,0.7584,18.3234,57.8,31.221,3.469,1.2294,2.0359,18.3234,3.469,35.4,2.2396,0.013,0.2037,49.3,509,14.8,0.412,72.2,0.103,0.25,1.3115,2.1925,2.1942,0.193,0.0019,11.1795,16.2347,31.14,74,2.0775,4.5953,55,1.8178,2.0176,9.9,35,334.18,198.0576,8,0
20,50.3,69.5,Feature3-C,Feature4-C,5,6,11,9,6,5,9,44,6,7,5,47.3,70.2,8,26,26,0,490,Feature23-A,FALSE,Feature25-A,Feature26-A,14,80.93,222.53,35.37,30.5,10.10192447,9.544020164,-0.557904302,18.9974,26.3805,27.99,3.38,103.5,52.7,472,1.78,70.6,0.1101,1.0045,0,3.0723,5.3766,42.9,49.4,1.006,322,8.8,0.545,70.9,0.11,0.25,0,0,0,3.4412,1.2675,2.1737,0.39,3.5449,1.3712,19.9769,25.2314,20.82,5.2,170,47.5,5.1,167.55,732,1.65,69.55,0.1031,1.0035,7,36,32.0372,29.83915,2.54,2.1981,51.3,3.13915,0,1.445,1.21,0.9411,52.75,1.2675,3.4412,38.64,3.5449,47.3,459,13.5,0.41,71.4,0.102,0.2502,17.4,249.7,49,18.1,259.2,404,3.3,71.3,0.1028,0.7584,18.3234,57.8,31.221,3.469,1.2294,2.0359,18.3234,3.469,35.4,2.2396,0.013,0.2037,49.3,509,14.8,0.412,72.2,0.103,0.25,1.3115,2.1925,2.1942,0.193,0.0019,11.1795,16.2347,31.14,74,2.0775,4.5953,55,1.8178,2.0176,9.9,35,334.18,198.0576,8,0
20,47.5,69.5,Feature3-A,Feature4-A,5,5,5,11,5,5,5,5,5,5,6,46.1,70.5,5,26,26,0,490,Feature23-A,FALSE,Feature25-A,Feature26-A,14,80.93,222.53,35.37,30.5,9.252948924,9.315027891,0.062078967,18.9974,26.3805,27.99,3.38,103.5,52.7,472,1.78,70.6,0.1101,1.0045,0,3.0723,5.3766,42.9,49.4,1.006,322,8.8,0.545,70.9,0.11,0.25,0,0,0,3.4412,1.2675,2.1737,0.39,3.5449,1.3712,19.9769,25.2314,20.82,5.2,170,47.5,5.1,167.55,732,1.65,69.55,0.1031,1.0035,7,36,32.0372,29.83915,2.54,2.1981,51.3,3.13915,0,1.445,1.21,0.9411,52.75,1.2675,3.4412,38.64,3.5449,47.3,459,13.5,0.41,71.4,0.102,0.2502,17.4,249.7,49,18.1,259.2,404,3.3,71.3,0.1028,0.7584,18.3234,57.8,31.221,3.469,1.2294,2.0359,18.3234,3.469,35.4,2.2396,0.013,0.2037,49.3,509,14.8,0.412,72.2,0.103,0.25,1.3115,2.1925,2.1942,0.193,0.0019,11.1795,16.2347,31.14,74,2.0775,4.5953,55,1.8178,2.0176,9.9,35,334.18,198.0576,8,0
21,49.9,68.5,Feature3-B,Feature4-B,9,5,10,27,6,6,5,22,15,35,8,47.5,70,6,26,23,3,490,Feature23-A,FALSE,Feature25-A,Feature26-A,14,80.93,222.53,35.37,30.5,9.475180951,9.505508697,0.030327746,18.9974,26.3805,27.99,3.38,103.5,52.7,472,1.78,70.6,0.1101,1.0045,0,3.0723,5.3766,42.9,49.4,1.006,322,8.8,0.545,70.9,0.11,0.25,0,0,0,3.4412,1.2675,2.1737,0.39,3.5449,1.3712,19.9769,25.2314,20.82,5.2,170,47.5,5.1,167.55,732,1.65,69.55,0.1031,1.0035,7,36,32.0372,29.83915,2.54,2.1981,51.3,3.13915,0,1.445,1.21,0.9411,52.75,1.2675,3.4412,38.64,3.5449,47.3,459,13.5,0.41,71.4,0.102,0.2502,17.4,249.7,49,18.1,259.2,404,3.3,71.3,0.1028,0.7584,18.3234,57.8,31.221,3.469,1.2294,2.0359,18.3234,3.469,35.4,2.2396,0.013,0.2037,49.3,509,14.8,0.412,72.2,0.103,0.25,1.3115,2.1925,2.1942,0.193,0.0019,11.1795,16.2347,31.14,74,2.0775,4.5953,55,1.8178,2.0176,9.9,35,334.18,198.0576,8,0
22,46.351,70.078,Feature3-C,Feature4-D,8,6,10,6,6,15,10,14,10,34,10,38.9,72.45,5,26,26,0,473,Feature23-A,FALSE,Feature25-A,Feature26-A,9,80.93,222.53,35.37,30.5,9.182793319,7.790747538,-1.39204578,18.9974,26.3805,27.99,3.38,103.5,52.7,472,1.78,70.6,0.1101,1.0045,0,3.0723,5.3766,42.9,49.4,1.006,322,8.8,0.545,70.9,0.11,0.25,0,0,0,2.7763,0.6229,2.1533,0.39,3.5265,1.3732,21.659,27.9247,22.42,5,160.3,46.9,5,158.7,720,1.73,72.7,0.1079,1.0026,8,37,32.0216,29.8389,2.54,2.1827,50.5,3.2257,1.8937,1.5222,1.21,1.0429,49.9,0.6229,2.7763,37.66,3.4568,47,465,13,0.43,72.8,0.1071,0.2511,17.4,249.7,49,18.1,259.2,404,3.3,71.3,0.1028,0.7584,18.3234,57.8,31.221,3.469,1.2294,2.0359,18.3234,3.469,35.4,2.2396,0.013,0.2037,49.3,509,14.8,0.412,72.2,0.103,0.25,1.3115,2.1925,2.1942,0.193,0.0019,11.1795,16.2347,31.14,74,2.0775,4.5953,55,1.8178,2.0176,9.9,35,335.61,198.0576,8,0
23,48.9,70,Feature3-D,Feature4-E,7,5,6,5,6,5,5,5,5,5,5,47.6,70.4,5,26,26,0,490,Feature23-A,FALSE,Feature25-A,Feature26-A,14,80.93,222.53,35.37,30.5,9.936214782,9.73869631,-0.197518472,18.9974,26.3805,27.99,3.38,103.5,52.7,472,1.78,70.6,0.1101,1.0045,0,3.0723,5.3766,42.9,49.4,1.006,322,8.8,0.545,70.9,0.11,0.25,0,0,0,2.7763,0.6229,2.1533,0.39,3.5265,1.3732,21.659,27.9247,22.42,5,160.3,46.9,5,158.7,720,1.73,72.7,0.1079,1.0026,8,37,32.0216,29.8389,2.54,2.1827,50.5,3.2257,1.8937,1.5222,1.21,1.0429,49.9,0.6229,2.7763,37.66,3.4568,47,465,13,0.43,72.8,0.1071,0.2511,17.4,249.7,49,18.1,259.2,404,3.3,71.3,0.1028,0.7584,18.3234,57.8,31.221,3.469,1.2294,2.0359,18.3234,3.469,35.4,2.2396,0.013,0.2037,49.3,509,14.8,0.412,72.2,0.103,0.25,1.3115,2.1925,2.1942,0.193,0.0019,11.1795,16.2347,31.14,74,2.0775,4.5953,55,1.8178,2.0176,9.9,35,335.61,198.0576,8,0
20,50.1,68.6,Feature3-A,Feature4-A,5,5,5,6,5,5,6,5,5,5,5,48.8,69.6,5,26,25,1,484,Feature23-A,FALSE,Feature25-A,Feature26-B,12,80.93,222.53,35.37,30.5,9.585235949,9.703166155,0.117930206,18.9974,26.3805,27.99,3.38,103.5,52.7,472,1.78,70.6,0.1101,1.0045,0,3.0723,5.3766,42.9,49.4,1.006,322,8.8,0.545,70.9,0.11,0.25,0,0,0,2.7763,0.6229,2.1533,0.39,3.5265,1.3732,21.659,27.9247,22.42,5,160.3,46.9,5,158.7,720,1.73,72.7,0.1079,1.0026,8,37,32.0216,29.8389,2.54,2.1827,50.5,3.2257,1.8937,1.5222,1.21,1.0429,49.9,0.6229,2.7763,37.66,3.4568,47,465,13,0.43,72.8,0.1071,0.2511,17.4,249.7,49,18.1,259.2,404,3.3,71.3,0.1028,0.7584,18.3234,57.8,31.221,3.469,1.2294,2.0359,18.3234,3.469,35.4,2.2396,0.013,0.2037,49.3,509,14.8,0.412,72.2,0.103,0.25,1.3115,2.1925,2.1942,0.193,0.0019,11.1795,16.2347,31.14,74,2.0775,4.5953,55,1.8178,2.0176,9.9,36,339,198.0576,8,0
22,50,69.5,Feature3-E,Feature4-G,5,7,5,5,12,5,9,13,6,34,9,48,69.6,5,27,27,0,484,Feature23-A,FALSE,Feature25-A,Feature26-A,12,80.93,222.53,35.37,30.5,10.01300103,9.458334245,-0.554666782,18.9974,26.3805,27.99,3.38,103.5,52.7,472,1.78,70.6,0.1101,1.0045,0,3.0723,5.3766,42.9,49.4,1.006,322,8.8,0.545,70.9,0.11,0.25,0,0,0,2.7763,0.6229,2.1533,0.39,3.5265,1.3732,21.659,27.9247,22.42,5,160.3,46.9,5,158.7,720,1.73,72.7,0.1079,1.0026,8,37,32.0216,29.8389,2.54,2.1827,50.5,3.2257,1.8937,1.5222,1.21,1.0429,49.9,0.6229,2.7763,37.66,3.4568,47,465,13,0.43,72.8,0.1071,0.2511,17.4,249.7,49,18.1,259.2,404,3.3,71.3,0.1028,0.7584,18.3234,57.8,31.221,3.469,1.2294,2.0359,18.3234,3.469,35.4,2.2396,0.013,0.2037,49.3,509,14.8,0.412,72.2,0.103,0.25,1.3115,2.1925,2.1942,0.193,0.0019,11.1795,16.2347,31.14,74,2.0775,4.5953,55,1.8178,2.0176,9.9,36,339,198.0576,8,0
20,48,69,Feature3-C,Feature4-D,5,10,5,18,8,5,11,11,47,10,6,47.4,70.2,5,26,26,0,490,Feature23-A,FALSE,Feature25-A,Feature26-A,14,80.93,222.53,35.37,30.5,9.154844556,9.575297164,0.420452607,18.9974,26.3805,27.99,3.38,103.5,52.7,472,1.78,70.6,0.1101,1.0045,0,3.0723,5.3766,42.9,49.4,1.006,322,8.8,0.545,70.9,0.11,0.25,0,0,0,2.7763,0.6229,2.1533,0.39,3.5265,1.3732,21.659,27.9247,22.42,5,160.3,46.9,5,158.7,720,1.73,72.7,0.1079,1.0026,8,37,32.0216,29.8389,2.54,2.1827,50.5,3.2257,1.8937,1.5222,1.21,1.0429,49.9,0.6229,2.7763,37.66,3.4568,47,465,13,0.43,72.8,0.1071,0.2511,17.4,249.7,49,18.1,259.2,404,3.3,71.3,0.1028,0.7584,18.3234,57.8,31.221,3.469,1.2294,2.0359,18.3234,3.469,35.4,2.2396,0.013,0.2037,49.3,509,14.8,0.412,72.2,0.103,0.25,1.3115,2.1925,2.1942,0.193,0.0019,11.1795,16.2347,31.14,74,2.0775,4.5953,55,1.8178,2.0176,9.9,36,339,198.0576,8,0
